City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Snow inches (last 3 hours),Rain inches (last 3 hours)
190,Terney,RU,2020-02-23 17:56:46,45.05,136.61,13.3,80,100,6.58,overcast clouds,0.0,0.0
191,Port Hardy,CA,2020-02-23 17:52:27,50.7,-127.42,39.2,93,90,25.28,light intensity shower rain,0.0,0.0
192,Calabozo,VE,2020-02-23 17:56:46,8.92,-67.43,101.57,24,74,5.17,broken clouds,0.0,0.0
193,Waynesville,US,2020-02-23 17:56:47,35.49,-82.99,55.0,36,90,3.36,overcast clouds,0.0,0.0
194,Dillon,US,2020-02-23 17:56:47,34.42,-79.37,63.0,41,1,5.82,clear sky,0.0,0.0
195,Olafsvik,IS,2020-02-23 17:53:10,64.89,-23.71,31.48,74,100,8.81,overcast clouds,0.0,0.0
196,Taoudenni,ML,2020-02-23 17:56:35,22.68,-3.98,88.32,8,66,16.42,broken clouds,0.0,0.0
197,Villazon,BO,2020-02-23 17:56:48,-22.09,-65.59,69.28,37,29,6.02,scattered clouds,0.0,0.0
198,Santa Rosa,PH,2020-02-23 17:56:48,14.31,121.11,77.0,78,20,4.7,few clouds,0.0,0.0
199,Goianesia,BR,2020-02-23 17:56:48,-15.32,-49.12,84.02,61,44,3.71,scattered clouds,0.0,0.0
200,Iraquara,BR,2020-02-23 17:56:48,-12.25,-41.62,84.9,59,54,2.77,light rain,0.0,1.63
201,Tiksi,RU,2020-02-23 17:56:49,71.69,128.87,-9.99,88,100,7.81,overcast clouds,0.0,0.0
202,Bambous Virieux,MU,2020-02-23 17:56:49,-20.34,57.76,78.01,94,75,9.17,shower rain,0.0,0.0
203,Lyuban,BY,2020-02-23 17:56:49,52.8,28.0,36.61,73,59,9.08,broken clouds,0.0,0.0
204,Petropavlovsk-Kamchatskiy,RU,2020-02-23 17:56:49,53.05,158.65,17.6,57,75,13.42,broken clouds,0.0,0.0
205,Grootfontein,NA,2020-02-23 17:56:50,-19.57,18.12,70.56,74,96,4.05,light rain,0.0,2.0
206,Bol,TD,2020-02-23 17:56:50,13.46,14.71,80.26,25,31,15.32,scattered clouds,0.0,0.0
207,Arlit,NE,2020-02-23 17:56:50,18.74,7.39,78.31,12,58,12.71,broken clouds,0.0,0.0
208,Maltahohe,NA,2020-02-23 17:56:50,-24.83,16.98,79.38,35,87,9.48,overcast clouds,0.0,0.0
209,Aksha,RU,2020-02-23 17:56:51,50.28,113.29,6.1,83,4,6.96,clear sky,0.0,0.0
210,Loukhi,RU,2020-02-23 17:56:51,66.08,33.04,32.88,98,100,8.14,overcast clouds,0.0,0.0
211,Price,US,2020-02-23 17:56:51,39.6,-110.81,39.0,98,90,4.7,overcast clouds,0.0,0.0
212,Noumea,NC,2020-02-23 17:55:45,-22.28,166.46,80.01,69,72,15.43,broken clouds,0.0,0.0
213,Habiganj,BD,2020-02-23 17:56:52,24.38,91.42,65.79,57,15,2.35,few clouds,0.0,0.0
214,Chake Chake,TZ,2020-02-23 17:56:52,-5.25,39.77,84.61,79,78,18.39,broken clouds,0.0,0.0
215,Narsaq,GL,2020-02-23 17:56:52,60.92,-46.05,24.8,58,100,8.05,snow,1.81,0.0
216,Klaksvik,FO,2020-02-23 17:51:12,62.23,-6.59,37.4,74,80,24.16,light snow,0.69,0.0
217,Namatanai,PG,2020-02-23 17:56:53,-3.67,152.43,83.73,73,55,10.02,broken clouds,0.0,0.0
218,Kieta,PG,2020-02-23 17:56:53,-6.22,155.63,81.1,78,81,7.0,moderate rain,0.0,3.12
219,Salalah,OM,2020-02-23 17:52:49,17.02,54.09,77.0,73,0,2.24,clear sky,0.0,0.0
220,Colotlan,MX,2020-02-23 17:56:53,22.1,-103.27,75.72,29,2,7.94,clear sky,0.0,0.0
221,Banda Aceh,ID,2020-02-23 17:56:54,5.56,95.32,73.83,87,4,6.53,clear sky,0.0,0.0
222,Aripuana,BR,2020-02-23 17:53:54,-9.17,-60.63,82.38,88,95,1.83,moderate rain,0.0,3.31
223,Maragogi,BR,2020-02-23 17:51:16,-9.01,-35.22,82.22,75,13,10.71,few clouds,0.0,0.0
224,Kaitangata,NZ,2020-02-23 17:56:54,-46.28,169.85,55.99,82,99,3.0,overcast clouds,0.0,0.0
225,Byron Bay,AU,2020-02-23 17:56:55,-28.65,153.62,70.0,94,75,4.7,light rain,0.0,0.0
226,Norman Wells,CA,2020-02-23 17:56:55,65.28,-126.83,5.0,84,90,5.82,light snow,0.0,0.0
227,Maryborough,AU,2020-02-23 17:56:55,-25.53,152.7,69.58,96,96,5.19,light rain,0.0,0.31
228,Juybar,IR,2020-02-23 17:56:55,36.64,52.91,51.8,93,90,4.7,mist,0.0,0.0
229,Kavaratti,IN,2020-02-23 17:52:59,10.57,72.64,82.09,73,94,5.03,overcast clouds,0.0,0.0
230,Port Keats,AU,2020-02-23 17:56:56,-14.25,129.55,84.79,81,31,10.94,scattered clouds,0.0,0.0
231,Maoming,CN,2020-02-23 17:56:56,21.65,110.9,63.99,83,0,9.17,clear sky,0.0,0.0
232,Mount Isa,AU,2020-02-23 17:56:57,-20.73,139.5,80.6,74,90,11.41,overcast clouds,0.0,0.0
233,Mogadishu,SO,2020-02-23 17:56:57,2.04,45.34,80.87,82,24,28.23,few clouds,0.0,0.0
234,Aswan,EG,2020-02-23 17:56:57,24.09,32.91,62.73,24,100,7.7,overcast clouds,0.0,0.0
235,Ambon,ID,2020-02-23 17:55:47,-3.7,128.18,81.36,82,67,13.04,moderate rain,0.0,3.25
236,Katsuura,JP,2020-02-23 17:51:13,35.13,140.3,44.6,36,20,13.87,few clouds,0.0,0.0
237,Nizhnyaya Omka,RU,2020-02-23 17:56:58,55.43,74.94,3.34,100,95,2.19,overcast clouds,0.0,0.0
238,Batemans Bay,AU,2020-02-23 17:53:08,-35.72,150.18,64.99,92,79,4.59,broken clouds,0.0,0.0
239,Srednekolymsk,RU,2020-02-23 17:56:58,67.45,153.68,-25.64,100,83,1.19,broken clouds,0.0,0.0
240,Phuket,TH,2020-02-23 17:52:38,8.0,98.25,80.6,69,20,8.05,few clouds,0.0,0.0
241,Black River,JM,2020-02-23 17:56:59,18.03,-77.85,84.2,70,40,16.11,scattered clouds,0.0,0.0
242,Lazaro Cardenas,MX,2020-02-23 17:56:59,17.96,-102.2,83.68,56,0,6.73,clear sky,0.0,0.0
243,Taicheng,CN,2020-02-23 17:56:59,38.73,113.23,38.52,48,69,1.59,broken clouds,0.0,0.0
244,Provideniya,RU,2020-02-23 17:56:59,64.38,-173.3,-9.76,73,0,2.24,clear sky,0.0,0.0
245,Saint George,US,2020-02-23 17:51:00,37.1,-113.58,46.99,75,61,8.05,broken clouds,0.0,0.0
246,Saint-Philippe,RE,2020-02-23 17:57:00,-21.36,55.77,78.8,78,20,2.24,few clouds,0.0,0.0
247,Gushikawa,JP,2020-02-23 17:57:00,26.35,127.87,62.6,71,40,3.36,scattered clouds,0.0,0.0
248,Danshui,CN,2020-02-23 17:57:00,22.8,114.47,71.01,63,71,8.95,broken clouds,0.0,0.0
249,San Patricio,MX,2020-02-23 17:57:01,19.22,-104.7,82.4,69,5,6.93,clear sky,0.0,0.0
250,Ozu,JP,2020-02-23 17:57:01,33.5,132.55,38.35,65,0,2.77,clear sky,0.0,0.0
251,Guerrero Negro,MX,2020-02-23 17:57:01,27.98,-114.06,63.03,61,100,18.25,overcast clouds,0.0,0.0
252,Samarai,PG,2020-02-23 17:53:33,-10.62,150.67,77.07,89,10,2.55,light rain,0.0,0.19
253,Keflavik,IS,2020-02-23 17:57:02,64.0,-22.56,32.0,64,90,17.22,light shower snow,0.0,0.0
254,Conceicao Do Araguaia,BR,2020-02-23 17:55:46,-8.26,-49.26,88.63,62,21,2.42,light rain,0.0,0.75
255,Wodonga,AU,2020-02-23 17:57:02,-36.12,146.88,72.0,68,75,3.36,broken clouds,0.0,0.0
256,Bendigo,AU,2020-02-23 17:57:03,-36.77,144.28,73.0,44,67,5.32,heavy intensity rain,0.0,0.0
257,Cortez,US,2020-02-23 17:57:03,37.35,-108.59,37.99,93,90,5.12,light rain,0.0,0.0
258,Marsa Matruh,EG,2020-02-23 17:57:03,31.35,27.25,51.8,76,75,8.05,broken clouds,0.0,0.0
259,Lorient,FR,2020-02-23 17:57:04,47.83,-3.25,53.6,93,90,16.11,mist,0.0,0.0
260,Spiridonovka,RU,2020-02-23 17:57:04,53.09,50.65,30.2,86,90,22.37,light snow,0.0,0.0
261,Vardo,NO,2020-02-23 17:51:09,70.37,31.11,26.6,86,75,6.93,broken clouds,0.0,0.0
262,Aklavik,CA,2020-02-23 17:57:04,68.22,-135.01,-4.0,76,90,5.82,overcast clouds,0.0,0.0
263,Juba,SS,2020-02-23 17:57:04,4.85,31.58,90.07,32,90,5.97,overcast clouds,0.0,0.0
264,Qinhuangdao,CN,2020-02-23 17:57:05,39.93,119.59,39.42,45,3,4.92,clear sky,0.0,0.0
265,Bilma,NE,2020-02-23 17:57:05,18.69,12.92,70.43,15,79,10.87,broken clouds,0.0,0.0
266,Bertoua,CM,2020-02-23 17:57:05,4.58,13.68,82.02,22,21,1.81,few clouds,0.0,0.0
267,Lukang,TW,2020-02-23 17:57:06,24.06,120.44,66.0,88,20,1.12,few clouds,0.0,0.0
268,Kurilsk,RU,2020-02-23 17:57:06,45.23,147.88,24.35,83,82,39.55,light snow,0.5,0.0
269,Kargopol,RU,2020-02-23 17:57:06,61.51,38.95,30.97,91,82,10.33,broken clouds,0.0,0.0
270,Ostuacan,MX,2020-02-23 17:57:06,17.42,-93.3,75.33,80,65,7.05,light rain,0.0,0.19
271,Pangnirtung,CA,2020-02-23 17:57:07,66.15,-65.71,-31.0,66,75,3.36,broken clouds,0.0,0.0
272,Hasaki,JP,2020-02-23 17:57:07,35.73,140.83,42.8,41,20,6.93,few clouds,0.0,0.0
273,Carmen,MX,2020-02-23 17:55:30,18.63,-91.83,73.4,56,40,10.29,scattered clouds,0.0,0.0
274,Tam Ky,VN,2020-02-23 17:57:07,15.57,108.48,68.0,94,20,1.12,few clouds,0.0,0.0
275,Derzhavinsk,KZ,2020-02-23 17:57:08,51.1,66.32,10.99,95,74,5.79,broken clouds,0.0,0.0
276,Dunedin,NZ,2020-02-23 17:53:04,-45.87,170.5,55.99,84,94,3.11,overcast clouds,0.0,0.0
277,Ponta Delgada,PT,2020-02-23 17:57:08,37.73,-25.67,62.6,82,20,8.05,few clouds,0.0,0.0
278,Pampierstad,ZA,2020-02-23 17:57:08,-27.78,24.69,77.49,28,3,7.85,clear sky,0.0,0.0
279,Ilulissat,GL,2020-02-23 17:51:10,69.22,-51.1,1.4,45,0,1.12,clear sky,0.0,0.0
280,San Andres,CO,2020-02-23 17:55:20,12.58,-81.7,86.0,62,20,5.82,few clouds,0.0,0.0
281,Igrim,RU,2020-02-23 17:57:09,63.19,64.42,28.44,83,49,15.79,scattered clouds,0.0,0.0
282,Miramar,US,2020-02-23 17:57:10,25.99,-80.23,77.0,50,40,13.87,scattered clouds,0.0,0.0
283,Vila Velha,BR,2020-02-23 17:57:10,-20.33,-40.29,80.6,65,90,14.99,overcast clouds,0.0,0.0
284,Asasa,ET,2020-02-23 17:57:10,7.1,39.2,56.03,39,0,6.24,clear sky,0.0,0.0
285,Jinan,CN,2020-02-23 17:53:36,36.67,117.0,57.99,43,17,9.22,few clouds,0.0,0.0
286,Sikasso,ML,2020-02-23 17:57:10,10.92,-7.0,97.16,11,25,1.14,scattered clouds,0.0,0.0
287,Kapuskasing,CA,2020-02-23 17:57:11,49.42,-82.43,33.8,74,90,12.75,overcast clouds,0.0,0.0
288,Saint Anthony,US,2020-02-23 17:57:11,45.02,-93.22,46.0,48,1,11.41,clear sky,0.0,0.0
289,Ukiah,US,2020-02-23 17:57:11,39.15,-123.21,55.0,70,1,4.76,clear sky,0.0,0.0
290,Uige,AO,2020-02-23 17:57:11,-7.61,15.06,69.66,97,100,4.85,light rain,0.0,0.94
291,Goderich,CA,2020-02-23 17:57:12,43.75,-81.72,46.99,69,59,11.99,broken clouds,0.0,0.0
292,Alofi,NU,2020-02-23 17:57:12,-19.06,-169.92,78.8,94,100,5.82,light rain,0.0,2.94
293,Basco,PH,2020-02-23 17:57:12,20.45,121.97,74.32,78,100,21.61,light rain,0.0,0.44
294,Longyearbyen,SJ,2020-02-23 17:52:24,78.22,15.64,-4.0,76,20,6.93,few clouds,0.0,0.0
295,Constitucion,CL,2020-02-23 17:57:13,-35.33,-72.42,64.58,70,26,6.02,scattered clouds,0.0,0.0
296,Chapais,CA,2020-02-23 17:51:13,49.78,-74.85,33.8,69,40,8.05,scattered clouds,0.0,0.0
297,Creston,US,2020-02-23 17:57:13,41.06,-94.36,59.0,75,1,5.59,clear sky,0.0,0.0
298,Jinji,CN,2020-02-23 17:57:13,23.23,110.83,65.39,72,48,1.83,scattered clouds,0.0,0.0
299,Parry Sound,CA,2020-02-23 17:57:14,45.35,-80.03,44.01,71,67,1.01,broken clouds,0.0,0.0
300,Shasta Lake,US,2020-02-23 17:57:14,40.68,-122.37,53.01,71,40,3.04,scattered clouds,0.0,0.0
301,Hay River,CA,2020-02-23 17:57:14,60.82,-115.8,-0.4,84,75,3.36,light snow,0.0,0.0
302,Naze,JP,2020-02-23 17:57:14,28.37,129.48,51.8,87,0,4.7,clear sky,0.0,0.0
303,Manadhoo,MV,2020-02-23 17:57:15,5.77,73.38,82.74,75,93,14.76,overcast clouds,0.0,0.0
304,Paamiut,GL,2020-02-23 17:51:11,61.99,-49.67,19.11,78,100,10.83,light snow,0.25,0.0
305,Charters Towers,AU,2020-02-23 17:57:15,-20.1,146.27,73.89,94,100,9.64,light rain,0.0,1.06
306,Manzil Salim,TN,2020-02-23 17:57:15,35.86,8.48,62.6,21,0,5.82,clear sky,0.0,0.0
307,Hervey Bay,AU,2020-02-23 17:57:16,-25.3,152.85,73.0,88,90,9.17,light intensity shower rain,0.0,0.0
308,Beloha,MG,2020-02-23 17:57:16,-25.17,45.05,77.16,87,53,1.74,light rain,0.0,2.63
309,Rocha,UY,2020-02-23 17:57:16,-34.48,-54.33,79.59,36,0,6.46,clear sky,0.0,0.0
310,Nanortalik,GL,2020-02-23 17:57:16,60.14,-45.24,26.92,89,100,6.69,light snow,0.81,0.0
311,Pervomayskoye,RU,2020-02-23 17:57:17,43.92,46.71,41.72,73,98,7.07,overcast clouds,0.0,0.0
312,Flin Flon,CA,2020-02-23 17:57:17,54.77,-101.86,30.2,74,90,10.29,overcast clouds,0.0,0.0
313,Talnakh,RU,2020-02-23 17:57:17,69.49,88.4,14.0,92,75,29.08,shower snow,0.0,0.0
314,Zaidpur,IN,2020-02-23 17:57:17,26.83,81.33,68.0,82,75,4.92,mist,0.0,0.0
315,Nerchinsk,RU,2020-02-23 17:57:17,51.98,116.58,0.43,84,0,1.74,clear sky,0.0,0.0
316,Hoquiam,US,2020-02-23 17:57:18,46.98,-123.89,46.0,75,90,25.28,overcast clouds,0.0,0.0
317,Denpasar,ID,2020-02-23 17:57:18,-8.65,115.22,78.8,94,40,2.24,scattered clouds,0.0,0.0
318,Pacific Grove,US,2020-02-23 17:57:18,36.62,-121.92,55.99,76,90,9.17,overcast clouds,0.0,0.0
319,Pevek,RU,2020-02-23 17:57:19,69.7,170.31,-11.27,98,100,1.92,light snow,0.13,0.0
320,Mikhaylovka,RU,2020-02-23 17:57:19,50.06,43.24,34.0,94,100,5.99,light snow,1.0,0.0
321,Brae,GB,2020-02-23 17:54:43,60.4,-1.35,41.0,69,79,11.41,light snow,0.13,0.0
322,Xai-Xai,MZ,2020-02-23 17:57:19,-25.05,33.64,73.47,75,100,15.1,light rain,0.0,0.12
323,Meulaboh,ID,2020-02-23 17:57:20,4.14,96.13,83.59,71,20,4.21,few clouds,0.0,0.0
324,Oranjestad,AW,2020-02-23 17:55:05,12.52,-70.03,87.8,55,40,13.87,scattered clouds,0.0,0.0
325,Umtata,ZA,2020-02-23 17:57:20,-31.59,28.78,57.2,87,90,10.29,overcast clouds,0.0,0.0
326,Salvador,SV,2020-02-23 17:57:21,13.83,-88.92,91.4,48,20,12.75,few clouds,0.0,0.0
327,Verkhnevilyuysk,RU,2020-02-23 17:57:21,63.45,120.32,-10.39,99,78,3.51,broken clouds,0.0,0.0
328,Ossora,RU,2020-02-23 17:57:21,59.24,163.07,-1.91,83,100,6.15,overcast clouds,0.0,0.0
329,Touros,BR,2020-02-23 17:57:21,-5.2,-35.46,89.6,59,20,13.87,few clouds,0.0,0.0
330,Nyurba,RU,2020-02-23 17:57:21,63.28,118.33,-9.81,98,59,3.67,broken clouds,0.0,0.0
331,Mezen,RU,2020-02-23 17:57:22,65.85,44.24,32.18,91,100,22.84,light snow,0.13,0.0
332,Hami,CN,2020-02-23 17:55:43,42.8,93.45,29.95,56,53,1.68,broken clouds,0.0,0.0
333,Kamenka,RU,2020-02-23 17:57:22,51.32,42.77,33.01,96,100,10.0,snow,1.81,0.0
334,Celestun,MX,2020-02-23 17:57:22,20.87,-90.4,72.41,60,7,5.46,clear sky,0.0,0.0
335,Taybad,IR,2020-02-23 17:57:23,34.74,60.78,53.22,72,0,6.33,clear sky,0.0,0.0
336,Mao,ES,2020-02-23 17:52:43,39.89,4.27,55.4,87,0,5.82,clear sky,0.0,0.0
337,Mitsamiouli,KM,2020-02-23 17:57:23,-11.38,43.28,82.4,88,20,2.24,few clouds,0.0,0.0
338,Banamba,ML,2020-02-23 17:57:23,13.55,-7.45,97.63,8,2,10.94,clear sky,0.0,0.0
339,Neiafu,TO,2020-02-23 17:55:10,-18.65,-173.98,77.0,94,20,7.14,few clouds,0.0,0.0
340,Amudalavalasa,IN,2020-02-23 17:57:25,18.42,83.9,69.73,76,0,1.66,clear sky,0.0,0.0
341,Dinghai,CN,2020-02-23 17:57:25,26.28,119.79,57.2,67,75,6.71,broken clouds,0.0,0.0
342,Lamu,KE,2020-02-23 17:57:25,-2.27,40.9,82.31,85,14,17.94,few clouds,0.0,0.0
343,Morehead,US,2020-02-23 17:57:25,37.27,-87.18,54.0,43,90,8.05,overcast clouds,0.0,0.0
344,Tiznit,MA,2020-02-23 17:54:09,29.58,-9.5,71.94,13,0,16.6,clear sky,0.0,0.0
345,Genhe,CN,2020-02-23 17:52:48,50.78,121.52,0.18,97,64,2.75,broken clouds,0.0,0.0
346,Farrukhnagar,IN,2020-02-23 17:57:26,17.08,78.2,75.99,77,0,4.7,clear sky,0.0,0.0
347,Vestmanna,FO,2020-02-23 17:57:26,62.16,-7.17,37.4,74,71,24.16,light snow,0.75,0.0
348,Eldorado,BR,2020-02-23 17:57:27,-23.79,-54.28,79.56,63,93,7.47,overcast clouds,0.0,0.0
349,Kargasok,RU,2020-02-23 17:57:27,59.06,80.86,4.3,91,0,6.42,clear sky,0.0,0.0
350,Acari,PE,2020-02-23 17:57:27,-15.43,-74.62,78.08,59,76,10.8,broken clouds,0.0,0.0
351,Quilmana,PE,2020-02-23 17:57:27,-12.95,-76.38,75.81,74,5,6.62,clear sky,0.0,0.0
352,Sawakin,SD,2020-02-23 17:57:28,19.11,37.33,75.2,73,75,6.93,broken clouds,0.0,0.0
353,Novyy Urgal,RU,2020-02-23 17:57:28,51.07,132.56,-2.81,98,95,2.42,overcast clouds,0.0,0.0
354,Imbituba,BR,2020-02-23 17:56:02,-28.24,-48.67,77.0,65,40,12.75,scattered clouds,0.0,0.0
355,Mahebourg,MU,2020-02-23 17:57:29,-20.41,57.7,78.01,94,75,9.17,shower rain,0.0,0.0
356,Bambanglipuro,ID,2020-02-23 17:57:29,-7.95,110.28,76.17,81,34,2.77,scattered clouds,0.0,0.0
357,Amapa,BR,2020-02-23 17:52:59,1.0,-52.0,82.08,85,90,3.69,moderate rain,0.0,4.13
358,Komsomolskiy,UZ,2020-02-23 17:51:09,40.43,71.72,50.0,75,100,2.24,mist,0.0,0.0
359,Balkhash,KZ,2020-02-23 17:57:30,46.84,74.98,12.63,86,8,12.55,clear sky,0.0,0.0
360,Erenhot,CN,2020-02-23 17:57:30,43.65,111.98,23.92,73,6,8.77,clear sky,0.0,0.0
361,Suzun,RU,2020-02-23 17:57:30,53.78,82.31,13.75,96,57,1.28,broken clouds,0.0,0.0
362,Harlingen,US,2020-02-23 17:57:30,26.19,-97.7,78.01,61,75,19.46,broken clouds,0.0,0.0
363,Magadi,IN,2020-02-23 17:57:30,12.97,77.23,73.4,83,66,11.41,broken clouds,0.0,0.0
364,Paita,PE,2020-02-23 17:57:31,-5.09,-81.11,62.6,100,75,6.93,broken clouds,0.0,0.0
365,Tuatapere,NZ,2020-02-23 17:57:31,-46.13,167.68,51.01,91,29,1.99,scattered clouds,0.0,0.0
366,Acapulco,MX,2020-02-23 17:57:31,16.86,-99.89,84.2,74,5,8.05,clear sky,0.0,0.0
367,Ketchikan,US,2020-02-23 17:57:31,55.34,-131.65,39.2,75,75,6.93,broken clouds,0.0,0.0
368,Shitanjing,CN,2020-02-23 17:57:32,39.23,106.34,41.04,37,99,4.29,overcast clouds,0.0,0.0
369,Norton,ZW,2020-02-23 17:57:32,-17.88,30.7,68.79,89,100,12.17,moderate rain,0.0,3.69
370,Baijiantan,CN,2020-02-23 17:57:32,45.63,85.18,25.83,84,67,6.22,broken clouds,0.0,0.0
371,Laurel,US,2020-02-23 17:56:27,39.1,-76.85,61.0,16,1,3.36,clear sky,0.0,0.0
372,Pitimbu,BR,2020-02-23 17:57:33,-7.47,-34.81,89.6,59,20,12.75,few clouds,0.0,0.0
373,Auch,FR,2020-02-23 17:57:33,43.65,0.58,52.0,81,0,1.12,clear sky,0.0,0.0
374,Oil City,US,2020-02-23 17:57:33,41.43,-79.71,48.99,28,1,12.75,clear sky,0.0,0.0
375,Birjand,IR,2020-02-23 17:55:20,32.87,59.22,50.0,31,3,6.24,clear sky,0.0,0.0
376,Solton,RU,2020-02-23 17:57:33,52.84,86.48,14.7,97,66,1.66,broken clouds,0.0,0.0
377,Mount Darwin,ZW,2020-02-23 17:57:34,-16.77,31.58,72.03,85,100,1.34,light rain,0.0,1.56
378,Porbandar,IN,2020-02-23 17:57:34,21.64,69.61,76.84,57,0,14.99,clear sky,0.0,0.0
379,Cape Coast,GH,2020-02-23 17:57:34,5.11,-1.25,82.54,87,47,17.22,scattered clouds,0.0,0.0
380,Havoysund,NO,2020-02-23 17:57:35,71.0,24.66,33.8,100,90,3.36,fog,0.0,0.0
