City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
396,Cacule,BR,2020-02-20 04:41:48,-14.5,-42.22,67.57,97,30,5.3
397,Namibe,AO,2020-02-20 04:41:48,-15.2,12.15,74.75,72,100,9.69
398,Plettenberg Bay,ZA,2020-02-20 04:41:48,-34.05,23.37,72.39,75,0,11.95
399,Ambilobe,MG,2020-02-20 04:41:48,-13.2,49.05,83.61,81,40,1.68
400,Padang,ID,2020-02-20 04:41:49,-0.95,100.35,85.73,52,21,5.03
401,Maksi,IN,2020-02-20 04:41:49,23.27,76.15,86.9,22,9,9.13
402,Kisangani,CD,2020-02-20 04:41:49,0.52,25.2,74.35,92,77,1.5
403,Venado Tuerto,AR,2020-02-20 04:41:49,-33.75,-61.97,63.0,70,0,13.13
404,Tambopata,PE,2020-02-20 04:41:50,-12.73,-69.18,74.82,81,95,2.66
405,Kerema,PG,2020-02-20 04:41:50,-7.96,145.78,89.6,58,77,2.77
406,Victor Harbor,AU,2020-02-20 04:41:50,-35.57,138.62,73.0,40,75,11.41
407,Pevek,RU,2020-02-20 04:41:51,69.7,170.31,-13.2,99,100,5.3
408,Teknaf,BD,2020-02-20 04:41:51,20.86,92.31,91.02,20,0,3.04
409,Lubartow,PL,2020-02-20 04:41:51,51.46,22.61,39.0,100,90,10.29
410,Ancud,CL,2020-02-20 04:41:52,-41.87,-73.82,48.2,76,0,12.75
411,Suclayin,PH,2020-02-20 04:41:52,15.76,121.55,73.63,58,39,3.09
412,Kalangala,UG,2020-02-20 04:41:52,-0.31,32.23,71.6,83,75,5.82
413,Shetpe,KZ,2020-02-20 04:41:06,44.17,52.12,39.54,64,97,8.59
414,Codrington,AU,2020-02-20 04:41:53,-38.27,141.97,58.96,70,75,13.42
415,Gizo,SB,2020-02-20 04:41:53,-8.1,156.84,80.6,81,11,9.73
416,Buzmeyin,TM,2020-02-20 04:41:53,38.05,58.21,35.6,39,20,6.93
417,Mohan,IN,2020-02-20 04:41:54,26.78,80.68,68.0,60,75,8.05
418,Salisbury,GB,2020-02-20 04:41:54,51.07,-1.8,48.99,93,100,17.22
419,Camacha,PT,2020-02-20 04:41:54,33.08,-16.33,60.8,62,75,13.87
420,Diu,IN,2020-02-20 04:41:54,20.71,70.98,76.28,72,0,7.58
421,Vila Velha,BR,2020-02-20 04:41:55,-20.33,-40.29,78.8,83,20,5.82
422,Jardim,BR,2020-02-20 04:41:55,-21.48,-56.14,71.98,97,100,3.6
423,Ulaangom,MN,2020-02-20 04:41:55,49.98,92.07,-0.96,94,78,4.0
424,Husavik,IS,2020-02-20 04:41:55,66.04,-17.34,33.8,93,90,16.11
425,Batagay-Alyta,RU,2020-02-20 04:41:55,67.8,130.41,-4.85,87,94,5.61
426,Cody,US,2020-02-20 04:41:56,44.53,-109.06,9.0,84,1,3.36
427,Salaga,GH,2020-02-20 04:41:56,8.55,-0.52,76.23,74,0,4.07
428,Mandurah,AU,2020-02-20 04:41:56,-32.55,115.7,95.0,24,75,14.99
429,Balkhash,KZ,2020-02-20 04:41:56,46.84,74.98,14.0,85,8,11.18
430,Bojnurd,IR,2020-02-20 04:41:57,37.47,57.33,33.8,80,90,10.18
431,Limon,CR,2020-02-20 04:41:57,10.0,-83.03,77.0,93,25,4.12
432,Dubai,AE,2020-02-20 04:38:39,25.26,55.3,68.0,40,67,2.24
433,Fonte Boa,BR,2020-02-20 04:41:57,-2.5,-66.27,74.37,89,92,2.66
434,Shakawe,BW,2020-02-20 04:41:58,-18.37,21.85,70.66,89,98,4.34
435,Port Augusta,AU,2020-02-20 04:41:58,-32.5,137.77,77.0,46,98,13.87
436,Oistins,BB,2020-02-20 04:41:58,13.07,-59.53,77.0,69,40,20.8
437,Nakambala,ZM,2020-02-20 04:41:58,-15.83,27.78,69.6,87,1,8.32
438,Itoman,JP,2020-02-20 04:41:59,26.12,127.67,71.6,46,40,8.05
439,Nema,RU,2020-02-20 04:41:59,57.51,50.5,32.23,95,99,9.1
440,Duekoue,CI,2020-02-20 04:41:59,6.75,-7.35,72.34,99,35,1.81
441,Tapa,EE,2020-02-20 04:41:59,59.26,25.96,37.0,100,90,4.7
442,Sunland Park,US,2020-02-20 04:42:00,31.8,-106.58,55.99,62,1,8.05
443,Latung,PH,2020-02-20 04:42:00,5.5,120.88,82.42,72,94,8.52
444,Pangnirtung,CA,2020-02-20 04:42:00,66.15,-65.71,-31.92,83,4,1.83
445,Novo Aripuana,BR,2020-02-20 04:42:01,-5.12,-60.38,74.3,99,100,1.97
446,Guerrero Negro,MX,2020-02-20 04:42:01,27.98,-114.06,59.07,86,0,8.12
447,Gijon,ES,2020-02-20 04:42:01,43.54,-5.66,43.0,93,1,5.82
448,Kharitonovo,RU,2020-02-20 04:42:01,61.4,47.5,32.29,97,100,7.11
449,San Vicente,AR,2020-02-20 04:42:02,-26.62,-54.13,68.16,91,82,2.48
450,Namtsy,RU,2020-02-20 04:42:02,62.72,129.67,-22.0,67,96,4.47
451,Baherden,TM,2020-02-20 04:42:02,38.44,57.43,46.13,48,100,10.83
452,Kununurra,AU,2020-02-20 04:42:02,-15.77,128.73,98.6,44,100,6.93
453,Kanadey,RU,2020-02-20 04:42:03,53.17,47.53,29.82,92,68,5.82
454,Manokwari,ID,2020-02-20 04:42:03,-0.87,134.08,81.55,67,14,10.16
455,Sampit,ID,2020-02-20 04:42:03,-2.53,112.95,94.24,46,48,3.22
456,Heihe,CN,2020-02-20 04:42:03,50.24,127.49,10.4,43,0,8.95
457,Kampot,KH,2020-02-20 04:42:04,10.62,104.18,87.8,62,20,13.87
458,Santa Vitoria Do Palmar,BR,2020-02-20 04:42:04,-33.52,-53.37,67.28,92,0,5.32
459,Saldanha,ZA,2020-02-20 04:42:04,-33.01,17.94,66.2,88,61,9.17
460,Voh,NC,2020-02-20 04:42:04,-20.97,164.7,80.83,71,6,9.37
461,Davila,PH,2020-02-20 04:42:05,18.47,120.58,82.4,48,20,11.41
462,Buala,SB,2020-02-20 04:42:05,-8.14,159.59,85.46,71,14,11.36
463,Grand Gaube,MU,2020-02-20 04:42:05,-20.01,57.66,80.6,69,40,8.05
464,Constitucion,CL,2020-02-20 04:42:05,-35.33,-72.42,56.26,52,0,6.93
465,San Matias,BO,2020-02-20 04:42:06,-16.37,-58.4,75.9,96,100,4.52
466,Verkhnyaya Inta,RU,2020-02-20 04:42:06,65.98,60.31,29.16,97,100,6.44
467,Ha Tinh,VN,2020-02-20 04:42:06,18.33,105.9,69.01,89,70,10.33
468,Trelew,AR,2020-02-20 04:42:07,-43.25,-65.31,51.69,35,0,10.63
469,Alindao,CF,2020-02-20 04:42:07,5.03,21.21,75.96,69,1,2.1
470,Kuhdasht,IR,2020-02-20 04:42:07,33.53,47.61,44.6,93,90,6.93
471,Ahuimanu,US,2020-02-20 04:42:08,21.44,-157.84,75.2,64,40,17.22
472,Tete,MZ,2020-02-20 04:42:08,-16.16,33.59,78.78,83,57,2.24
473,Krasnoselkup,RU,2020-02-20 04:42:08,65.7,82.47,28.98,95,100,14.25
474,Hirna,ET,2020-02-20 04:42:09,9.22,41.1,68.5,51,82,5.5
475,Palana,RU,2020-02-20 04:42:09,59.12,159.97,-8.86,91,100,1.01
476,Iqaluit,CA,2020-02-20 04:42:09,63.75,-68.51,-31.0,59,40,2.24
477,Carbonia,IT,2020-02-20 04:42:09,39.17,8.52,52.0,93,5,4.7
478,Bom Jesus,BR,2020-02-20 04:42:10,-9.07,-44.36,72.19,92,100,2.42
479,Vanino,RU,2020-02-20 04:42:10,49.09,140.25,13.86,84,100,4.09
480,Gazalkent,UZ,2020-02-20 04:42:10,41.56,69.77,33.8,69,0,4.7
481,Ilo,PE,2020-02-20 04:42:10,-17.64,-71.34,71.02,90,100,1.9
482,Sovetskiy,RU,2020-02-20 04:42:10,61.36,63.58,26.8,91,70,5.7
483,Siocon,PH,2020-02-20 04:42:11,7.71,122.14,83.21,71,2,19.98
484,Zhezkazgan,KZ,2020-02-20 04:42:11,47.8,67.71,6.8,92,20,4.47
485,Baruun-Urt,MN,2020-02-20 04:42:11,46.68,113.28,23.5,87,100,13.87
486,Beloha,MG,2020-02-20 04:42:12,-25.17,45.05,84.49,55,0,9.1
487,Aklavik,CA,2020-02-20 04:42:06,68.22,-135.01,14.0,92,90,6.93
488,Petropavlovsk-Kamchatskiy,RU,2020-02-20 04:42:12,53.05,158.65,23.0,38,0,8.95
489,Gondanglegi,ID,2020-02-20 04:42:12,-7.75,112.01,79.07,87,100,11.83
490,Pimentel,PE,2020-02-20 04:42:13,-6.84,-79.93,66.2,29,53,8.05
491,Katherine,AU,2020-02-20 04:42:13,-14.47,132.27,93.2,56,75,8.05
492,Saint Anthony,US,2020-02-20 04:42:13,45.02,-93.22,5.0,64,40,5.82
493,Kargopol,RU,2020-02-20 04:42:13,61.51,38.95,31.3,95,100,6.67
494,Xining,CN,2020-02-20 04:39:04,36.62,101.77,28.51,40,76,9.17
495,Fomboni,KM,2020-02-20 04:42:14,-12.28,43.74,85.96,69,28,6.98
496,Winnemucca,US,2020-02-20 04:40:43,40.97,-117.74,32.0,35,1,13.87
497,Marsh Harbour,BS,2020-02-20 04:42:14,26.54,-77.06,74.68,84,2,9.57
498,Zhanaozen,KZ,2020-02-20 04:42:15,43.3,52.8,38.03,52,87,8.52
499,Matara,LK,2020-02-20 04:42:15,5.95,80.54,89.76,48,0,9.4
500,Xalpatlahuac,MX,2020-02-20 04:42:15,17.47,-98.62,60.01,59,0,4.09
501,Mount Isa,AU,2020-02-20 04:42:15,-20.73,139.5,96.8,19,0,9.17
502,Cairns,AU,2020-02-20 04:40:10,-16.92,145.77,93.99,55,71,8.05
503,Djambala,CG,2020-02-20 04:42:16,-2.54,14.75,70.56,87,98,1.86
504,Makakilo City,US,2020-02-20 04:42:16,21.35,-158.09,75.2,88,90,9.17
505,Pacific Grove,US,2020-02-20 04:42:17,36.62,-121.92,53.01,81,1,5.7
506,Kenora,CA,2020-02-20 04:42:17,49.82,-94.43,-7.6,69,5,4.7
507,Banjar,ID,2020-02-20 04:42:17,-8.19,114.97,86.0,84,40,9.17
508,High Prairie,CA,2020-02-20 04:42:05,55.43,-116.49,25.0,86,28,5.64
509,Karratha,AU,2020-02-20 04:42:18,-20.74,116.85,84.4,81,0,13.0
510,Bijie,CN,2020-02-20 04:42:18,27.31,105.29,43.52,94,100,5.86
511,Kitob,UZ,2020-02-20 04:42:18,39.08,66.83,45.95,42,0,2.17
512,Nouadhibou,MR,2020-02-20 04:42:18,20.93,-17.03,64.4,77,0,18.34
513,Kambove,CD,2020-02-20 04:42:19,-10.88,26.6,64.2,93,100,1.61
514,Kachiry,KZ,2020-02-20 04:42:19,53.07,76.1,23.05,83,100,17.72
515,Viedma,AR,2020-02-20 04:42:19,-40.81,-63.0,56.46,45,0,11.16
516,Mogocha,RU,2020-02-20 04:42:19,53.73,119.77,12.52,81,44,1.52
517,Banda Aceh,ID,2020-02-20 04:38:01,5.56,95.32,88.23,54,3,10.67
518,Mahebourg,MU,2020-02-20 04:42:20,-20.41,57.7,80.6,69,40,8.05
519,Comodoro Rivadavia,AR,2020-02-20 04:42:20,-45.87,-67.5,59.0,54,0,10.29
520,Asau,RO,2020-02-20 04:42:20,46.43,26.4,35.01,92,100,3.36
521,Torata,PE,2020-02-20 04:42:21,-17.08,-70.84,61.09,89,100,2.51
522,Praya,CV,2020-02-20 04:42:21,14.92,-23.51,67.84,86,91,16.98
523,Buckeye,US,2020-02-20 04:41:11,33.37,-112.58,66.2,47,1,6.93
524,Strezhevoy,RU,2020-02-20 04:42:21,60.73,77.59,32.0,92,75,11.18
525,Middelburg,ZA,2020-02-20 04:42:22,-25.78,29.46,65.93,81,76,4.54
526,Loreto,MX,2020-02-20 04:42:22,22.27,-101.97,59.32,59,0,2.13
527,Salta,AR,2020-02-20 04:42:22,-24.79,-65.41,68.0,93,75,3.36
528,Oxbow,CA,2020-02-20 04:42:22,49.23,-102.17,-2.2,70,1,6.93
529,Koroni,GR,2020-02-20 04:42:04,36.8,21.95,55.0,87,20,3.96
530,Sioux Lookout,CA,2020-02-20 04:42:23,50.1,-91.92,-9.4,75,5,4.7
531,Palmer,US,2020-02-20 04:42:23,42.16,-72.33,28.4,45,20,12.75
532,Borogontsy,RU,2020-02-20 04:42:23,62.67,131.17,-10.5,92,100,2.62
533,Sangin,AF,2020-02-20 04:42:24,32.07,64.84,49.42,28,0,3.38
534,Macas,EC,2020-02-20 04:42:24,-2.32,-78.12,63.27,98,32,2.28
535,Alugan,PH,2020-02-20 04:42:24,12.22,125.48,79.12,81,14,19.42
536,Skibbereen,IE,2020-02-20 04:42:24,51.55,-9.27,44.6,100,75,11.41
537,Rabaul,PG,2020-02-20 04:42:25,-4.2,152.17,83.26,75,6,20.6
538,Dandong,CN,2020-02-20 04:42:25,40.13,124.39,41.13,47,6,3.62
539,Salinopolis,BR,2020-02-20 04:42:25,-0.61,-47.36,80.11,83,100,12.77
540,Owando,CG,2020-02-20 04:42:26,-0.48,15.9,73.13,87,34,3.91
541,Eureka,US,2020-02-20 04:42:26,40.8,-124.16,45.0,100,1,3.65
542,Ahipara,NZ,2020-02-20 04:42:26,-35.17,173.17,70.72,80,79,7.92
543,Tomatlan,MX,2020-02-20 04:42:26,19.93,-105.25,68.31,76,0,2.15
544,Berlevag,NO,2020-02-20 04:42:27,70.86,29.09,26.6,79,40,12.75
545,Black River,JM,2020-02-20 04:42:27,18.03,-77.85,77.0,78,20,2.24
546,Den Helder,NL,2020-02-20 04:42:27,52.96,4.76,48.2,93,75,23.04
547,Kahului,US,2020-02-20 04:38:19,20.89,-156.47,73.4,78,40,16.11
548,Flinders,AU,2020-02-20 04:42:28,-34.58,150.86,77.0,49,2,14.99
549,Suslovo,RU,2020-02-20 04:42:28,56.22,88.12,29.52,84,97,17.25
550,Margate,GB,2020-02-20 04:42:28,51.38,1.39,48.99,87,75,16.11
551,Palasa,IN,2020-02-20 04:42:28,18.77,84.42,84.07,41,0,6.31
552,Biu,NG,2020-02-20 04:42:28,10.61,12.19,67.84,30,54,7.81
553,Kongolo,CD,2020-02-20 04:42:29,-5.38,27.0,73.92,94,77,0.94
554,Nishihara,JP,2020-02-20 04:42:29,26.18,127.76,71.6,46,40,8.05
555,Roald,NO,2020-02-20 04:42:29,62.58,6.13,46.0,60,100,14.99
556,Sarakhs,IR,2020-02-20 04:42:29,36.54,61.16,39.2,69,67,20.8
557,Manavalakurichi,IN,2020-02-20 04:42:30,8.13,77.3,86.0,66,20,3.36
558,Vila,PT,2020-02-20 04:42:30,42.03,-8.16,50.0,100,20,1.12
559,Castelnau-Le-Lez,FR,2020-02-20 04:42:30,43.63,3.9,41.0,80,34,5.82
560,Sheregesh,RU,2020-02-20 04:42:31,52.92,87.99,23.05,90,100,7.76
561,Fortuna,US,2020-02-20 04:42:31,40.6,-124.16,45.0,100,1,3.51
562,North Bend,US,2020-02-20 04:42:31,43.41,-124.22,48.0,87,1,4.7
563,Moerai,PF,2020-02-20 04:42:31,-22.43,-151.33,81.36,83,100,11.79
564,Vilyuysk,RU,2020-02-20 04:42:32,63.76,121.62,9.1,92,100,7.29
565,Ambulu,ID,2020-02-20 04:42:32,-8.35,113.61,82.76,76,79,11.92
566,Yanam,IN,2020-02-20 04:42:32,16.73,82.22,80.6,65,20,4.7
567,Sandpoint,US,2020-02-20 04:42:32,48.28,-116.55,28.99,79,1,4.7
568,Vestmannaeyjar,IS,2020-02-20 04:42:33,63.44,-20.27,39.51,70,76,22.59
569,Puerto Narino,CO,2020-02-20 04:42:33,-3.77,-70.38,78.8,100,40,2.06
570,Snasa,NO,2020-02-20 04:42:33,64.25,12.38,11.68,96,85,11.03
571,Saint-Augustin,CA,2020-02-20 04:42:33,51.23,-58.65,12.9,73,100,23.64
572,Barabinsk,RU,2020-02-20 04:42:34,55.36,78.36,30.04,96,100,14.85
573,Antalya,TR,2020-02-20 04:42:34,36.77,30.72,51.01,75,27,8.05
574,Evensk,RU,2020-02-20 04:42:34,61.95,159.23,-9.04,72,67,2.33
575,Katobu,ID,2020-02-20 04:42:34,-4.94,122.53,77.4,94,98,3.6
576,Edemissen,DE,2020-02-20 04:42:35,52.39,10.26,42.01,86,75,11.41
577,Pitimbu,BR,2020-02-20 04:42:35,-7.47,-34.81,75.2,100,90,6.93
578,Santa Maria,BR,2020-02-20 04:42:35,-29.68,-53.81,61.84,71,68,0.45
579,Sikonge,TZ,2020-02-20 04:42:35,-5.63,32.77,64.4,100,20,3.53
580,Sorkjosen,NO,2020-02-20 04:42:35,69.8,20.93,28.17,58,83,13.94
581,Irtyshskiy,RU,2020-02-20 04:42:36,58.33,68.13,32.61,99,100,6.64
582,Posse,BR,2020-02-20 04:42:36,-14.09,-46.37,68.88,91,83,2.33
583,Merritt Island,US,2020-02-20 04:42:36,28.54,-80.67,73.0,94,1,3.36
584,Saint-Joseph,RE,2020-02-20 04:42:36,-21.37,55.62,82.4,65,20,11.41
585,Darapidap,PH,2020-02-20 04:42:37,17.21,120.41,81.23,48,0,8.43
586,Puerto Maldonado,PE,2020-02-20 04:41:13,-12.6,-69.18,74.82,81,95,2.66
587,Varkkallai,IN,2020-02-20 04:42:37,8.73,76.71,86.0,66,20,3.36
588,Gavle,SE,2020-02-20 04:42:38,60.67,17.14,19.99,88,71,6.31
589,Jinji,CN,2020-02-20 04:42:38,23.23,110.83,75.99,62,87,6.53
590,Broken Hill,AU,2020-02-20 04:42:38,-31.95,141.43,75.2,27,94,11.41
591,Williston,US,2020-02-20 04:42:39,48.15,-103.62,6.01,77,1,6.62
592,Te Anau,NZ,2020-02-20 04:42:39,-45.42,167.72,62.46,78,96,8.03
593,Mala,PE,2020-02-20 04:42:39,-12.66,-76.63,67.93,85,100,1.25
594,Pendleton,US,2020-02-20 04:42:39,45.67,-118.79,37.99,74,1,6.93
